id,comment,offensive_label,link_post,rationales_annotator1,rationales_annotator2
143,Que cara CÍNICA,1,https://www.instagram.com/p/B2uThqdH9xI/,CÍNICA,que cara CÍNICA
144,"Pois é @carla.zambelli esta senhora pena do Brasil .... ela tem é sangue nas mãos de uma nação pois dinheiro de corrupção mata cidadão de bem dinheiro este que é desviado de segurança, saúde e educação esse tipo de gente classifico como genocida pois acabam com nações inteiras por um ideal onde eles ficam ricos dominam as pessoas como escravos ... diria que até pior que terroristas pois terroristas matam em nome da “religião” não que algo justifique mas chega ser pior ... corruptos safados ....😡😡😡😡 que Deus nos livre desta cambada que articula em tempo integral a nova destruição ...🙏🇧🇷🇧🇷🇧🇷🇧🇷",1,https://www.instagram.com/p/B2uThqdH9xI/,mata cidadão de bem; genocida; dominam as pessoas como escravos; até pior que terroristas pois terroristas matam em nome da “religião”; corruptos; safados; Deus nos livre desta cambada,tem é sangue nas mãos; genocida; dominam as pessoas como escravos; terroristas; corruptos; safados; cambada;
145,Propineira com pena pq a mamata acabou.... 🤮🤮,1,https://www.instagram.com/p/B2uThqdH9xI/,Propineira; a mamata acabou,Propineira; a mamata acabou;
146,Ela tem pena agora pq não tá recebendo mais propinas. Bandida.,1,https://www.instagram.com/p/B2uThqdH9xI/,Ela tem pena agora pq não tá recebendo mais propinas; Bandida,propinas; Bandida;
147,Cala essa boca sua vaca velha vai para Venezuela,1,https://www.instagram.com/p/B2uThqdH9xI/,Cala essa boca sua vaca velha; vai para Venezuela,Cala essa boca; sua vaca velha; vai para Venezuela;
148,Porque é bandido da organização criminosa do luladrao. Não aceita nosso presidente Bolsonaro. E melhor aceita que dói menos😂,1,https://www.instagram.com/p/B2uThqdH9xI/,bandido; organização criminosa; luladrao,bandido; organização criminosa; luladrao;
149,"E uma coitada , não tem credibilidade aqui nao",1,https://www.instagram.com/p/B2uThqdH9xI/,coitada; não tem credibilidade aqui nao,coitada; não tem credibilidade;
150,"Que lixo, heim????",1,https://www.instagram.com/p/B2uThqdH9xI/,Que lixo,lixo;
151,Mande essa nojenta pra Cuba.,1,https://www.instagram.com/p/B2uThqdH9xI/,Mande essa nojenta pra Cuba.,Mande essa nojenta pra Cuba;
152,Parece que para atuar na #ONU precisa ter postura e comportamento #desprezível #hipócrita #falsidade.,1,https://www.instagram.com/p/B2uThqdH9xI/,#desprezível; #hipócrita; #falsidade,#desprezível; #hipócrita; #falsidade;
153,@veronica_michelle_bachelett e a propina recebida pela OAS teve pena quando recebeu? #hipocrita #oportunista #voltapromaroferenda,1,https://www.instagram.com/p/B2uThqdH9xI/,e a propina recebida pela OAS teve pena quando recebeu?; #hipocrita; #oportunista; #voltapromaroferenda,propina; #hipocrita; #oportunista; #voltapromaroferenda;
154,Vagabunda ordinária velha dó capeta vai cuidar da sua bunda velha esclerosada,1,https://www.instagram.com/p/B2uThqdH9xI/,Vagabunda; ordinária; velha dó capeta; vai cuidar da sua bunda velha esclerosada,velha do capeta; vagabunda; vai cuidar da sua bunda velha esclerosada; ordinária;
155,"Ela não teve pena do Brasil quando Cuba ininteruptamente tentou interferir na nossa democracia. Amiga de comunistas sujos. Amiga de Fidel Castro, um rato ditador e assassino que hoje ocupa um cargo na ONU que não condiz com seu caráter e nem com suas convicções políticas.",1,https://www.instagram.com/p/B2uThqdH9xI/,"Amiga de comunistas sujos; Amiga de Fidel Castro, um rato ditador e assassino; não condiz com seu caráter",Amiga de comunistas sujos; um rato ditador e assassino; não condiz com seu caráter;
156,O BRASIL ESTÁ COM BOLSONARO. VAI PARA A VENEZUELA. LIXO.,1,https://www.instagram.com/p/B2uThqdH9xI/,VAI PARA A VENEZUELA. LIXO.,VAI PARA A VENEZUELA
157,Porque ela é uma ladra morfética,1,https://www.instagram.com/p/B2uThqdH9xI/,ladra morfética,ladra morfética
158,Barchelet vai catar coco . Esquece nosso povo.,1,https://www.instagram.com/p/B2uThqdH9xI/,vai catar coco; Esquece nosso povo,vai catar coco;
159,DONA BACHELET A SENHORA DEVIA TER PENA E VERGONHA NA CARA VIM ROUBAR DINHEIRO DO POVO BRASILEIRO QUE FALTA DE VERGONHA SENHORA BACHELET,1,https://www.instagram.com/p/B2uThqdH9xI/,DEVIA TER PENA E VERGONHA NA CARA; VIM ROUBAR DINHEIRO; QUE FALTA DE VERGONHA,VERGONHA NA CARA; ROUBAR DINHEIRO; QUE FALTA DE VERGONHA;
160,Ou quando o Brasil estava sendo saqueado pelo PT? ?,1,https://www.instagram.com/p/B2uThqdH9xI/,estava sendo saqueado pelo PT,o Brasil estava sendo saqueado pelo PT
161,Safada !! ONU não vale nada!!,1,https://www.instagram.com/p/B2uThqdH9xI/,Safada; ONU não vale nada,safada; não vale nada;
162,Essa vagabunda devia ter pena é da propina que ela levou que tirou de um hospital inteiro do Brasil,1,https://www.instagram.com/p/B2uThqdH9xI/,vagabunda; devia ter pena é da propina,vagabunda; propina que ela;
163,Esquerdista dos inferno.,1,https://www.instagram.com/p/B2uThqdH9xI/,Esquerdista dos inferno,esquerdista dos infernos;
164,"Sai fora vaga, vagaba",1,https://www.instagram.com/p/B2uThqdH9xI/,"Sai fora vaga, vagaba",vaga; vagaba;
165,Uma safada sem caráter.,1,https://www.instagram.com/p/B2uThqdH9xI/,safada sem caráter,sem caráter; safada;
166,Essa aí é uma maior 171,1,https://www.instagram.com/p/B2uThqdH9xI/,maior 171,Essa aí é uma maior 171
167,Que ela enfie a pena dela no $%$@&^ ... devolva nosso dinheiro isso sim. 🤔🤔,1,https://www.instagram.com/p/B2uThqdH9xI/,Que ela enfie a pena dela no $%$@&^,devolva nosso dinheiro
168,Essa ja fez parte da quadrilha,1,https://www.instagram.com/p/B2uThqdH9xI/,fez parte da quadrilha,fez parte da quadrilha
169,Hipócrita esta senhorinha bachelet,1,https://www.instagram.com/p/B2uThqdH9xI/,Hipócrita; senhorinha,Hipócrita; senhorinha;
170,Sem vergonha trate do seu País o nosso temos Bolsonaro@,1,https://www.instagram.com/p/B2uThqdH9xI/,Sem vergonha,Sem vergonha
171,Porquê ela é uma velha escrota de MERDA.. só isso,1,https://www.instagram.com/p/B2uThqdH9xI/,velha escrota de MERDA,velha escrota de MERDA;
172,Que devolva a propina e pare de se meter onde nao foi chamada brachelenta!,1,https://www.instagram.com/p/B2uThqdH9xI/,Que devolva a propina e pare de se meter onde nao foi chamada brachelenta,devolva a propina; pare de se meter onde nao foi chamada;
173,"Vagabunda, roubou o Brasil agora tá com pena, vá se fuder",1,https://www.instagram.com/p/B2uThqdH9xI/,Vagabunda; roubou o Brasil; vá se fuder,vagabunda; vá se fuder; roubou o Brasil;
174,"Pena porque não vai mais roubar nosso Brasil, sua quenga velha",1,https://www.instagram.com/p/B2uThqdH9xI/,"Pena porque não vai mais roubar nosso Brasil, sua quenga velha",não vai mais roubar nosso Brasil; sua quenga velha;
175,Conheco uma vagabunda de longe!!! 💩💩💩,1,https://www.instagram.com/p/B2uThqdH9xI/,vagabunda,Conheco uma vagabunda de longe
176,Pilantra vadia,1,https://www.instagram.com/p/B2uThqdH9xI/,Pilantra vadia,pilantra; vadia;
177,Que devolva o dinheiro 💰,1,https://www.instagram.com/p/B2uThqdH9xI/,devolva o dinheiro,Que devolva o dinheiro 💰
178,Vagabunda fingida...,1,https://www.instagram.com/p/B2uThqdH9xI/,Vagabunda fingida,vagabunda; fingida;
179,Bachelet está com pena é dela não receber mais dindin dos nossos impostos. Hipócrita corrupta!...😎😎😎😎,1,https://www.instagram.com/p/B2uThqdH9xI/,não receber mais dindin dos nossos impostos; Hipócrita corrupta,Hipócrita; corrupta;
180,Hipocrisia Pura😡😡,1,https://www.instagram.com/p/B2uThqdH9xI/,Hipocrisia,Hipocrisia Pura
181,Veia safada.,1,https://www.instagram.com/p/B2uThqdH9xI/,Veia safada,Veia safada
182,Pois é.... A pena dela é exatamente pq não vai mais receber propina,1,https://www.instagram.com/p/B2uThqdH9xI/,pq não vai mais receber propina,não vai mais receber propina
183,#maiatraidordapatria,1,https://www.instagram.com/p/B2uThqdH9xI/,traidordapatria,#maiatraidordapatria
184,Vagabunda. Cala essa boca imunda pra falar do meu País .,1,https://www.instagram.com/p/B2uThqdH9xI/,Vagabunda; Cala essa boca imunda,Cala essa boca imunda; vagabunda;
185,"Velha sem vergonha, vagabunda !",1,https://www.instagram.com/p/B2uThqdH9xI/,"Velha sem vergonha, vagabunda",Velha sem vergonha; vagabunda;
186,"Não precisamos da pena de ninguém ,ainda mais dessa desqualificada ,guarde ela ,as muitas penas que tem pra si mesma 🐔, #Bolsonaro2022 ,sem mais .....",1,https://www.instagram.com/p/B2uThqdH9xI/,"desqualificada; guarde ela ,as muitas penas que tem pra si mesma 🐔",ainda mais dessa desqualificada
187,A fonte secou! Não tem mais propininha!😂😂😂😂,1,https://www.instagram.com/p/B2uThqdH9xI/,A fonte secou; Não tem mais propininha,Não tem mais propininha!
188,É comunista! Voces acham que ela não é igual ao ladrões do pt?,1,https://www.instagram.com/p/B2uThqdH9xI/,comunista; igual ao ladrões do pt,igual ao ladrões do pt
189,"Que mulher babaca! Vai cuidar do seu Chile, estúpida!",1,https://www.instagram.com/p/B2uThqdH9xI/,"babaca; Vai cuidar do seu Chile, estúpida",Que mulher babaca; estúpida;
190,"Pena do Brasil??? O qué será que pensa essa corrupta, tentando dar uma de pessoa íntegra, correta, quando não passa de uma vigarista! 😠🤔😠",1,https://www.instagram.com/p/B2uThqdH9xI/,"corrupta; tentando dar uma de pessoa íntegra, correta; não passa de uma vigarista",corrupta; tentando dar uma de pessoa íntegra; vigarista;
191,"Será que vai querer devolver o dindin da propina,😂😂",1,https://www.instagram.com/p/B2uThqdH9xI/,devolver o dindin da propina,devolver o dindin da propina
192,Esse lixo tem pena e da propina que andava ganhando ilicitamente,1,https://www.instagram.com/p/B2uThqdH9xI/,lixo; tem pena e da propina que andava ganhando ilicitamente,Esse lixo; propina que andava ganhando ilicitamente;
193,"Percebem que , todo bandido no final de sua gestão , é convidado para trabalhar na ONU ! Porque será ???!",1,https://www.instagram.com/p/B2uThqdH9xI/,bandido,bandido
194,Bruxa ladra dozinferno 🔥,1,https://www.instagram.com/p/B2uThqdH9xI/,Bruxa; ladra; dozinferno,ladra; bruxa; dozinferno;
195,É outra HIPÓCRITA 😔😔😔,1,https://www.instagram.com/p/B2uThqdH9xI/,HIPÓCRITA,É outra HIPÓCRITA
196,É a bandida defendendo os colegas de bandidagem.,1,https://www.instagram.com/p/B2uThqdH9xI/,bandida defendendo os colegas de bandidagem,é a bandida defendendo os colegas de bandidagem
197,Essa é uma canalha esquerdopata! Nós brasileiros não precisamos de suas condolências! Bandida!,1,https://www.instagram.com/p/B2uThqdH9xI/,canalha esquerdopata; não precisamos de suas condolências; Bandida,essa é uma canalha; esquerdopata; bandida;
198,Essa é pior que o pai.,1,https://www.instagram.com/p/B2uThqdH9xI/,pior que o pai,Essa é pior que o pai
199,Pena da de vc devolva o que nunca foi teu,1,https://www.instagram.com/p/B2uThqdH9xI/,Pena da de vc devolva o que nunca foi teu,devolva o que nunca foi teu
200,Devia ter pena? Ela tem agora pq não tem parceria na corrupção...,1,https://www.instagram.com/p/B2uThqdH9xI/,pq não tem parceria na corrupção,não tem parceria na corrupção
201,Que mulher nojenta,1,https://www.instagram.com/p/B2uThqdH9xI/,nojenta,que mulher nojenta
202,Além de desonesta e metida a boa de sela,1,https://www.instagram.com/p/B2uThqdH9xI/,desonesta; metida a boa de sela,desonesta; metida; boa de sela;
203,Pena porque não tem milhões para sua conta mais não é tranbiqueira.,1,https://www.instagram.com/p/B2uThqdH9xI/,tranbiqueira,tranbiqueira
204,Quem quer saber a opinião dela? Vai procurar tua turma!,1,https://www.instagram.com/p/B2uThqdH9xI/,Quem quer saber a opinião dela?,vai procurar tua turma!
205,Dissimulada! Agora ela sabe que a mamata acabou! Governo Bolsonaro colocando todos no devido lugar!Sem.corrupção a bandidagem chora!,1,https://www.instagram.com/p/B2uThqdH9xI/,Dissimulada; a mamata acabou; Sem.corrupção a bandidagem chora,bandidagem chora; dissimulada; a mamata acabou;
206,"pois é, né? O dinheiro da OAS fez com que ela esquecesse de ter pena do Brasil. Muito cínica.",1,https://www.instagram.com/p/B2uThqdH9xI/,esquecesse de ter pena do Brasil; Muito cínica,Muito cínica
207,"Velhinha safada senil, alguém faça a gentileza de calar esses canalhas, já não suporto mais nem ver a cara desses hipócritas, Bachelet, Macron, Maduro, os petralhas e por aí vai",1,https://www.instagram.com/p/B2uThqdH9xI/,Velhinha safada senil; calar esses canalhas; não suporto mais nem ver a cara; hipócritas; petralhas,calar esses canalhas; já não suporto mais nem ver a cara desses hipócritas; os petralhas; Velhinha safada senil;
208,Essa vagabunda não tem que falar nada!,1,https://www.instagram.com/p/B2uThqdH9xI/,vagabunda,Essa vagabunda não tem que falar nada
209,Tem cara de bandida,1,https://www.instagram.com/p/B2uThqdH9xI/,cara de bandida,Tem cara de bandida
210,💚💛pena do Brasil ou saudade da bagaçeira.,1,https://www.instagram.com/p/B2uThqdH9xI/,pena do Brasil ou saudade da bagaçeira,saudade da bagaçeira
211,"😂😂 abstinência de propina faz isso, cria até pena kkkk",1,https://www.instagram.com/p/B2uThqdH9xI/,abstinência de propina faz isso,abstinência de propina
212,Pq é uma PILANTRA do mesmo NÍVEL BAIXO de LULADRÃO E DIMANTA!,1,https://www.instagram.com/p/B2uThqdH9xI/,PILANTRA; mesmo NÍVEL BAIXO de LULADRÃO E DIMANTA,PILANTRA; NÍVEL BAIXO;  LULADRÃO;
213,"E outra coisa, quem perguntou a opinião dela? O que nos interessa? VAZA OMELETE PODRE",1,https://www.instagram.com/p/B2uThqdH9xI/,quem perguntou a opinião dela? O que nos interessa? VAZA OMELETE PODRE,quem perguntou a opinião dela?; VAZA OMELETE PODRE;
214,"Deixe de hipocrisia, comedora de propina.Você deve tá sentindo falta é do dindo que não está caindo mais na sua conta.",1,https://www.instagram.com/p/B2uThqdH9xI/,Deixe de hipocrisia; comedora de propina; sentindo falta é do dindo,Deixe de hipocrisia; comedora de propina;  você deve tá sentindo falta é do dindo que não está caindo mais na sua conta;
215,É uma idiota! Não precisamos da pena dela...,1,https://www.instagram.com/p/B2uThqdH9xI/,idiota; Não precisamos da pena dela,É uma idiota
216,Ela que legue a pena dela e faça um travesseiro pra ver se consegue dormir depois de ter aceitado dinheiro sujo.,1,https://www.instagram.com/p/B2uThqdH9xI/,depois de ter aceitado dinheiro sujo,depois de ter aceitado dinheiro sujo
217,Viver do comunismo é triste!! Uma hora o dinheiro acaba e você vai ter que trabalhar...!😡👊🏾😎🇧🇷🙏🏻,1,https://www.instagram.com/p/B2uThqdH9xI/,Uma hora o dinheiro acaba e você vai ter que trabalhar,Viver do comunismo é triste; você vai ter que trabalhar;
218,Uma mulher dessa idade já deveria ter aprendido a ter vergonha na cara.,1,https://www.instagram.com/p/B2uThqdH9xI/,Uma mulher dessa idade já deveria ter aprendido a ter vergonha na cara,já deveria ter aprendido a ter vergonha na cara; Uma mulher dessa idade;
219,"Essa esquerdopata imbecil não consegue ser ouvida nem no Chile, sua terra!",1,https://www.instagram.com/p/B2uThqdH9xI/,esquerdopata imbecil não consegue ser ouvida nem no Chile,essa esquerdopata imbecil
220,Q velha ordinária!! A Esquerdalha tem todos a mesma face!!🤮🤮🤮,1,https://www.instagram.com/p/B2uThqdH9xI/,velha ordinária; Esquerdalha tem todos a mesma face,Q velha ordinária; esquerdalha;
221,"Por isso que SSA senhora defende o PT, e ela me dá NOJO.",1,https://www.instagram.com/p/B2uThqdH9xI/,ela me dá NOJO,ela me dá NOJO
222,Porque é suja e adora dinheiro alheio,1,https://www.instagram.com/p/B2uThqdH9xI/,suja; adora dinheiro alheio,adora dinheiro alheio; porque é suja ;
223,É apenas mais uma vagabundos.,1,https://www.instagram.com/p/B2uThqdH9xI/,vagabundos,vagabundos
224,"Coisa feia, vai cuidar da sua casa,",1,https://www.instagram.com/p/B2uThqdH9xI/,"Coisa feia, vai cuidar da sua casa",vai cuidar da sua casa
225,😂😂 Ela é galinha! Pena?! Q é isso!?,1,https://www.instagram.com/p/B2uThqdH9xI/,Ela é galinha; Pena?,Ela é galinha
226,Clínica. Faz parte da esquerda demoníaca.,1,https://www.instagram.com/p/B2uThqdH9xI/,Faz parte da esquerda demoníaca,Clínica; esquerda demoníaca;
227,Velha gagá FDP,1,https://www.instagram.com/p/B2uThqdH9xI/,Velha gagá FDP,Velha gagá; FDP;
228,Mas é falsa hein?Acabou a mamata.quer dinheiro vá trabalhar.,1,https://www.instagram.com/p/B2uThqdH9xI/,falsa; acabou a mamata; vá trabalhar,Mas é falsa hein; quer dinheiro vá trabalhar; acabou a mamata;
229,Ela é muito espuma. Fica em cima do muro e vai para onde o vento sopra ( biruta),1,https://www.instagram.com/p/B2uThqdH9xI/,Ela é muito espuma; Fica em cima do muro e vai para onde o vento sopra; biruta,Ela é muito espuma; biruta;
230,Porque é LADRA!!,1,https://www.instagram.com/p/B2uThqdH9xI/,LADRA,Porque é LADRA
231,"Hipócrita,vai procurar tua turma. O BRASIL não precisa da tua pena.",1,https://www.instagram.com/p/B2uThqdH9xI/,Hipócrita; O BRASIL não precisa da tua pena,Hipócrita; vai procurar tua turma;
232,Receber propina não te envergonha Bachelet? #BolsonaroPresidente2022🇧🇷,1,https://www.instagram.com/p/B2uThqdH9xI/,Receber propina não te envergonha,Receber propina não te envergonha
233,Cara pálida devolve o dinheiro a propina para o Brasil então,1,https://www.instagram.com/p/B2uThqdH9xI/,Cara pálida devolve o dinheiro a propina,devolve o dinheiro da propina
234,Nojenta! Lava a boca pra falar do nosso Presidente!,1,https://www.instagram.com/p/B2uThqdH9xI/,Nojenta; Lava a boca pra falar do nosso Presidente,lava a boca pra falar do nosso Presidente; nojenta;
235,Ah tá com pena? Devolve o dinheiro do 🇧🇷,1,https://www.instagram.com/p/B2uThqdH9xI/,Devolve o dinheiro,Devolve o dinheiro do Brasil
236,Eu que tenho pena dessa mulher feia e de um caráter duvidoso.,1,https://www.instagram.com/p/B2uThqdH9xI/,mulher feia; caráter duvidoso.,mulher feia; caráter duvidoso;
237,💩💩💩💩 É isso que essa louca fala!🖕🖕,1,https://www.instagram.com/p/B2uThqdH9xI/,louca,essa louca
238,Dispensamos sua pena sra Michele Bachelet.Temos misericórdia dos pobres de espírito que manipulam os pobres.,1,https://www.instagram.com/p/B2uThqdH9xI/,Temos misericórdia dos pobres de espírito que manipulam os pobres,pobres de espírito que manipulam os pobres
